smiles,Serine_threonine-protein_kinase_Aurora-A
O=C1Nc2ccc(Cl)cc2C1=Cc1cc(F)cc(F)c1,0.0
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1,0.0
Cn1cc(-c2cc3cnc(Nc4ccc(C(=O)N5CCS(=O)(=O)CC5)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1,0.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC(CN)c3ccccc3)cc21,0.0
Fc1ccc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)cc1F,0.0
NC(=O)c1ccc(CNc2ncnc3c(C(N)=O)cccc23)cc1,0.0
CCc1ccc(N=C2SC(=Cc3ccnc(NC(=O)CC(=O)O)c3)C(=O)N2C)cc1,1.0
CC(C)c1cccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(Cl)c34)cc2)c1,1.0
O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccc(F)c(F)c1,0.0
O=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,0.0
Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)ncc1CC2,0.0
O=C(Nc1ccccc1)c1cn(-c2ccccc2)nc1-c1ccccc1,0.0
COc1ccc(C(=O)Nc2cc(CNc3ncnc4c(C(N)=O)cccc34)ccc2C)cc1,1.0
NC(=O)c1cccc2c1C(=O)NC2,0.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C(F)(F)C(F)(F)F)c1,1.0
CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN5CCCC5)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,1.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CNC(=O)C2)c1,1.0
COc1cc2c(Nc3ncc(CC(=O)Nc4ccccc4C(N)=O)s3)ncnc2cc1OCCCN1CCCC1CO,1.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,1.0
COc1cccc(C(C)NC(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)c1,1.0
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,1.0
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(ccc(C3CC(N(C)C)C(O)C(C)O3)c1O)C2=O,0.0
NC(=O)c1cc(OCCN2CCOCC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,1.0
NC(=O)c1cccc2c(NCc3ccc(Oc4ccccc4)cc3)ncnc12,0.0
CNC(=O)Nc1sc2c(C(C)C)cc(NS(=O)(=O)c3cccc(C)c3)cc2c1C(N)=O,1.0
COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cc(C#N)cc34)c2)cc1F,1.0
COC(=O)c1cccc(NC(=O)c2cc(-n3cc(CCN(C)C)nn3)ccc2O)c1,0.0
CCOC(=O)c1cc(NC(C)(C)C(=O)Nc2nc3ccc4[nH]ncc4c3s2)ccc1Cl,1.0
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccc(N6CCNC(C)C6)cc5)nc34)CC2)no1,1.0
CCc1cnc(Nc2ccc(O)cc2)nc1Nc1ccc(O)cc1,1.0
OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,1.0
CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccnc(Sc2nc3ccccc3[nH]2)c1,0.0
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OCCCN1CCN(C)CC1,0.0
COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,0.0
COc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,1.0
Cc1cc(Nc2nc(CC3(c4nnc(C)o4)CCN(C(=O)c4cccc(Cl)c4F)CC3)ccc2F)n[nH]1,1.0
COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,1.0
NC(=O)c1cc(OCCCN2CCCC2CO)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,1.0
CC(Nc1cccc(O)c1)C(=O)Nc1nc2ccc3[nH]ncc3c2s1,1.0
NC(=O)c1cccc2c(NCC(O)c3ccccc3)ncnc12,1.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OCCO)c4)c3)ncnc12,1.0
Cc1c(NC(=O)Cc2cccs2)ccc2[nH]nc(C=Cc3cccc(CN4CCN(C)CC4)c3)c12,0.0
COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12,1.0
Nc1n[nH]c2ncc(Br)cc12,0.0
CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,0.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccccc4OCCO)c3)ncnc12,1.0
CN1CCC(C(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,0.0
NS(=O)(=O)c1cccc(NC=C2C(=O)Nc3ccccc32)c1,0.0
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N4CCN(C)CC4)c3)nc1-2,1.0
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(OC4CCN(C)CC4)cc3)nc1-2,0.0
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,1.0
COc1cc(OC)cc(-c2cn(-c3ccc(O)c(C(=O)Nc4cccc(C)c4)c3)nn2)c1,0.0
CC(=O)C1=NN(c2ccccc2)C(=C2SC(=Nc3nc(-c4ccccc4)cc(-c4ccccc4)c3C#N)N(c3ccccc3)C2=O)S1,0.0
COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,1.0
Cc1cn2c(-c3cnn(CC(=O)NCc4ncco4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,1.0
CC(=O)Nc1cc(C(N)=O)c2ncnc(NCc3ccc(Cl)c(C(F)(F)F)c3)c2c1,0.0
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,1.0
COc1ccccc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,0.0
CCn1cc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,1.0
CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CCNCC3)c21,0.0
CC(=O)Nc1ccc(Cn2nc(Nc3cc[nH]n3)c3ccccc3c2=O)cc1,1.0
Cc1ccc(NC(=O)CC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,0.0
COc1ccc2ncn(-c3cc(OC(C)c4ccccc4Cl)c(C(N)=O)s3)c2c1,0.0
O=C(Nc1ccccc1)Nc1ccc(-c2nn(CC(=O)N3CCOCC3)cc2-c2ccnc3[nH]ccc23)cc1,0.0
CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,0.0
NC(=O)c1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,0.0
FC(F)(F)c1cccc(-n2cc(-c3ccccc3NCc3ccnc4ccccc34)nn2)c1,0.0
CC(O)C1NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)CSSCC(C(=O)NCC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C2CCCN2C1=O,0.0
COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,1.0
Cc1cn2cc(-c3ccc(F)cc3)nc2s1,0.0
O=C(Nc1ccc(F)cc1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,1.0
CN(C)c1ccc(-c2nc3cccnc3[nH]2)cc1,0.0
NC(=O)c1cccc2c(NC(CCN3CCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,1.0
O=C(O)c1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1,1.0
O=C(Nc1ccc(Br)cc1)c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,0.0
COc1ccc(C(=O)NCc2cccc(Nc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,1.0
CN1CCN(c2ccc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)cc2)CC1,1.0
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(OC)cc1,0.0
COc1cncc(C=Cc2c[nH]nc2-c2nc3ccc(OC)cc3[nH]2)c1,1.0
O=C(Nc1ccccc1Cl)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,0.0
NC(=O)c1cccc2c(NCc3ccc(F)cc3F)ncnc12,1.0
Cn1cc(Nc2ncc(Br)c(NC3C4C=CC(C4)C3C(N)=O)n2)cn1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc4ncccc4c32)cc1,0.0
Nc1nc(-c2ccc3c(N)[nH]nc3c2)cc(N2CCOC(C(=O)Nc3ccccc3)C2)n1,0.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.0
COc1ccc(-n2nc(C(C)=O)sc2=Nc2nc(-c3ccccc3)cc(-c3ccccc3)c2C#N)cc1,0.0
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3cccs3)C4)cc2)CC1,1.0
c1ccc(-c2[nH]nc3ccccc23)cc1,0.0
COc1cc2c(Nc3cc(CC(=O)Nc4ccccc4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1,0.0
Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3ccn4ncnc(N)c34)cc2)c1,1.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(F)c(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,1.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4ccccc4C(F)(F)F)c3)ncnc12,1.0
CC1CC(N(C)C(=O)CC(C)(C)C)CN(c2cc(-c3ccc4c(N)n[nH]c4c3)nc(N)n2)C1,1.0
Cc1cc(C(F)(F)F)nn1CC(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,1.0
CC(C)(C)c1cccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)c1,0.0
CNC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)c1N,0.0
CCn1cc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,1.0
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,1.0
NC(=O)c1cccc2c(NC(CN3CCCC3)c3ccccc3)ncnc12,1.0
CN1C(=O)C(=Cc2ccncc2)SC1=Nc1ccc(C(F)(F)F)cc1,1.0
Nc1ncc2c(n1)-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.0
O=C(Nc1cccc(Br)c1)c1nscc1NCc1ccnc2ccccc12,0.0
Nc1ncnc2c1ncn2CC(=O)c1ccccc1,0.0
CCc1ccc(N=C2SC(Cc3ccnc(N)c3)C(=O)N2C)cc1,0.0
O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)c1cccc(C(F)(F)F)c1,0.0
CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2ccccc2)C2=C(CC(C)(C)CC2=O)N1,0.0
COc1ccccc1CCNc1nc(Nc2ccc3ncccc3c2)nc(NC(Cc2c[nH]c3ncccc23)C(N)=O)n1,1.0
c1ccc(-c2c[nH]c(Nc3ccc(CCNc4ncnc5ccsc45)cc3)n2)cc1,0.0
Nc1nonc1-c1nc2cnccc2n1C1CCCCC1,0.0
Cc1cc2[nH]ncc2c(=O)[nH]1,0.0
CC(=O)Nc1ccc(Sc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)cc1,1.0
COC1C=CC(CNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)(OC)O1,1.0
CC(=O)NCC1CCN(c2c(Cl)cnc3[nH]c(-c4cn(C)nc4C)nc23)C1,1.0
O=C1OC(Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21,0.0
N#Cc1cccc(Cn2cc(NC(=O)c3n[nH]c4c3CC(c3cn[nH]c3)CC4)cn2)c1,1.0
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cn3cccc(C)c3=O)ns2)n1,1.0
CCOC(=O)c1c(C)n[nH]c1NN=Cc1ccccc1,0.0
CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2[nH]ccc12,0.0
COc1cc(C=NNc2ncnc3c2cnn3C(C)C)ccc1O,0.0
O=C(Nc1ccc(F)cc1)Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1,0.0
CC(=O)c1nn(-c2ccc(C)cc2)c(=Nc2nc(-c3ccccc3)cc(-c3ccccc3)c2C#N)s1,0.0
O=C(Nc1ccc(Cl)cc1)Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1,0.0
Cc1cc(Nc2cc(N3CCOCC3)nc(Nc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,1.0
C=CCC(C=CNC(=O)C1=CCCC(OCCCN(C)C)=C1)CNc1ncnc2c(C(N)=O)cccc12,1.0
CC(C)(C)n1cc(-c2ccnc3[nH]ccc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,0.0
COC(=O)c1cccc(NC(=O)c2cc(-n3cc(CNc4ncc[nH]4)nn3)ccc2O)c1,0.0
Cc1nn(C)cc1-c1nc2c(Oc3ccc(C(=O)Nc4ccccc4)cc3)c(Cl)cnc2[nH]1,1.0
COc1ccc(C=NNc2[nH]nc(C)c2C(=O)NCCc2ccccc2)cc1,0.0
CN1CCC(Oc2ccc(-c3n[nH]c4ccc(C(=O)NC(c5ccsc5)C5CCCC5)cc34)cc2)CC1,0.0
CN(C)C1CCN(C(=O)c2ccc(Nc3cc4c(cn3)cc(-c3cnn(C)c3)n4C(=O)OC(C)(C)C)c(Cl)c2)CC1,0.0
CN(C)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,1.0
COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,0.0
O=C1Nc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=Cc1[nH]c2c(c1CCC(=O)N1CCOCC1)C(=O)CCC2,1.0
CCN(CC)CCOc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(OC)cc4)c3)c2c1,1.0
c1ccc2sc(Nc3ccc(CCNc4ncnc5ccsc45)cc3)nc2c1,0.0
CS(=O)(=O)N(CCN1CCOCC1)c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1,1.0
COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,0.0
CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1ccccc1Cl,1.0
O=C(Nc1ccc(Sc2nc(Cl)cc(Nc3c[nH]nc3-c3nc4cc(CN5CCCCC5)ccc4[nH]3)n2)cc1)C1CC1,1.0
Cc1nnc(C2(Cc3cccc(Nc4cc[nH]n4)n3)CCC(Oc3cccc(Cl)c3F)CC2)o1,1.0
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4cc(C(F)(F)F)ccc4F)c3)ncnc12,1.0
COCCCNC(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,0.0
N=C(N)NN=Cc1c(-c2ccccc2)nc2sc(N)nn12,0.0
Fc1ccc(-c2cn3cc(Cl)sc3n2)cc1,0.0
O=[N+]([O-])c1ccc(-c2cn3cc(Br)sc3n2)cc1,0.0
CC1CCC(C(=O)NC2CCCCC2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,0.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(C)C)c1,1.0
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(=O)NCC(O)CO)c2cc[nH]c2n1,0.0
Cn1cc(Nc2ncc3cnn(C4CCC(C)(C)CC4)c3n2)cc1C(N)=O,1.0
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3F)ncc1CC2,0.0
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(O)c4ccccc4)c3)ncnc12,1.0
COc1ccc(-c2nc3c(N4CCN(CC5CC5)CC4)c(Br)cnc3[nH]2)cc1,1.0
O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3)n2)cc1,1.0
CNc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,0.0
O=[N+]([O-])c1cc(-c2cn3ccsc3n2)ccc1Br,0.0
CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CC(C)(C)C1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1,1.0
COc1cccc(-n2ncc3c(NN=Cc4cccc(F)c4)ncnc32)c1,0.0
CC(C)OC(=O)CCC(=O)Nc1cccc(-c2n[nH]c3ccc(NS(=O)(=O)c4ccccc4)cc23)c1,1.0
O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,0.0
c1cc(OCCN2CCOCC2)ccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1,0.0
c1cncc(-c2cn3c(-c4cccnc4)cnc3c(Nc3ccc(N4CCOCC4)cc3)n2)c1,0.0
COc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(F)cc4)c3)c2c1,1.0
CC(C)(Nc1ccc(Cl)c(C(=O)NCC(N)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1,1.0
O=C(Nc1ccc(Cl)cc1)Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3o2)cc1,0.0
CCCNC(=O)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,1.0
CC1(C)CN(c2ccc(-c3oc(-c4ccc(Cl)c5[nH]ccc45)nc3C(N)=O)cc2)CCN1,1.0
CC(=O)Nc1cc(NC2(C(=O)Nc3nc4ccc5[nH]ncc5c4s3)CC2)ccc1F,1.0
CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)NC(C)(C)C)c3ccccc23)n1,1.0
COc1cc2ncnc(Nc3ccc(N4Cc5ccccc5C4)cc3)c2cc1OC,0.0
CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1,1.0
COc1cc2c(Nc3cnn(CC(=O)Nc4cccc(F)c4F)c3)nncc2cc1OCCCN1CCCC1CO,1.0
Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1C,1.0
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,0.0
c1ccc2c(c1)[nH]c1cnccc12,0.0
Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,1.0
COc1cc(OC)cc(-c2cn(-c3cccc(C(=O)Nc4cccc(C(F)(F)F)c4)c3)nn2)c1,0.0
Cc1cccc(C(CCN(C)C)n2cc(NC(=O)c3n[nH]c4c3CCC(C)(C)C4)cn2)c1,1.0
COCCNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,1.0
CCCCCc1nc2c(-c3ccc(Cl)cc3)n[nH]c2c(=O)n1NC(=O)c1ccccc1,0.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2ccc(C(F)(F)F)cn2)c1,1.0
NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,1.0
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1,1.0
COCCN(C)CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,1.0
NC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccncc2)c1N,0.0
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4ccccc4)cc[nH]c3=O)nc12,1.0
N=C(N)NN=Cc1c(-c2cc(Cl)sc2Cl)nc2sc3ccccc3n12,0.0
COc1ccccc1NC(=O)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,1.0
COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1,0.0
CN1CCN(C(=O)c2cc(Nc3ncc4cc(C(N)=O)n(C5CCCC5)c4n3)cn2C)CC1,1.0
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(C)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)O)C(C)CC,0.0
CCn1cc(-c2ccnc3[nH]c(CNCCCN4CCN(C)CC4)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,0.0
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(OC)c3)o2)c1,0.0
CC(C)(C)NC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.0
CN(C)c1ccc(-c2nc3ccccc3[nH]2)cc1,0.0
OCCOCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,1.0
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,1.0
COc1ccc(NC(=O)Nc2cccc(-c3cn4ccnc4c(Nc4ccc(OC)cc4)n3)c2)cc1,0.0
CCOc1ccc2c(-c3ccnc(Nc4cc(OC)cc(C(F)(F)F)c4)n3)cnn2n1,0.0
Cc1cnc(Nc2cccc(C)c2C)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,1.0
CN1CCN(c2ccc(-c3cc4c(c(N)nn4C)c(=O)[nH]3)cc2)CC1,0.0
Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1,1.0
CNCC(Nc1ncnc2c(C(N)=O)cc(OC)cc12)c1cccc(Cl)c1,1.0
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,0.0
CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,0.0
CN(C)c1ccc(-c2nc3cc(-c4cccc(O)c4)cnc3[nH]2)cc1,0.0
CC(=O)OCC1OC(OC2C(COC(C)=O)OC(n3[se]c4ccccc4c3=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0
Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,1.0
N#Cc1cccc(Cn2cc(NC(=O)c3n[nH]c4ccccc34)cn2)c1,1.0
Cc1cc(Nc2nn(Cc3ccc(S(C)(=O)=O)cc3)c(=O)c3ccccc23)n[nH]1,1.0
O=C1Nc2cc(Br)ccc2C1=C1Nc2ccccc2C1=NO,1.0
COc1ccc(C=NNc2[nH]nc(C)c2C(=O)Nc2cccc(NC(C)=O)c2)cc1,1.0
NC(=O)CCCCc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,0.0
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4ccc(OC(F)F)cc4)cc3)c12,1.0
O=C(Nc1nc2ccc3[nH]ncc3c2s1)C(Nc1cccc(O)c1)c1ccccc1,1.0
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cc3ccc(F)cn3)ns2)n1,1.0
COc1cc([N+](=O)[O-])c(OC)cc1-c1nc2sc3ccccc3n2c1C=O,0.0
Cc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)NC(CO)c3ccccc3)c2)n1,1.0
CCc1cccc(NC(=O)Nc2ccc(-c3c(C)oc4ncnc(N)c34)cc2)c1,1.0
COCCN1CCN(c2ccc(-c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Br)cnc4[nH]3)cc2)CC1,1.0
CNC(=O)C(C)n1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccc(C)cc5)cc4)csc23)cn1,1.0
CNCC(Nc1ncnc2c(C(N)=O)cc(OCc3ccccc3)cc12)c1cccc(Cl)c1,1.0
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,1.0
CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12,1.0
N#Cc1c(NC(=O)c2ccc(F)cc2)sc2c1CCCC2,0.0
O=C1CCCN1Cc1ccc2c(c1)[nH]c(=O)c1cccn12,1.0
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(O)c1c(F)cccc1F,1.0
Cc1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2)no1,1.0
CNC(=O)CCc1c(C=C2C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,1.0
Cc1cc(Nc2cc(N3CCCCC3)nc(Nc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,1.0
Cc1nn2c(C=NNC3=NCCN3)c(-c3ccc(Cl)c([N+](=O)[O-])c3)nc2s1,0.0
NC(=O)c1cccc2c(NCc3ccc(F)cc3)ncnc12,1.0
NC(=O)c1cccc2c(Nc3cccc(CNC(=O)c4cccnc4)c3)ncnc12,1.0
Cn1nc(C2(Cc3cccc(Nc4cc[nH]n4)n3)CCC(Oc3cccc(Cl)c3F)CC2)oc1=O,1.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21,0.0
CC(C)N(c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1)S(C)(=O)=O,1.0
COc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3ccc(Cl)cc3)c2c1,1.0
CNCC(Nc1ncnc2c(C(N)=O)cc(OCc3ccccc3)cc12)c1ccccc1,1.0
