smiles,Cyclin-dependent_kinase_2
COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(CCc3ccc(Cl)cc3)ccc2n1,1.0
COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(=O)(=NC#N)C3CC3)c2)ncc1F,1.0
C1=CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC1,1.0
NC(CNc1cc(-c2ccc3cnccc3c2)no1)Cc1ccc(C(F)(F)F)cc1,1.0
COc1ccc(-c2ocnc2C(=O)NCCc2ccncc2)cc1Cl,0.0
CC1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC(C)N1CC1CC1,1.0
N#Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0.0
CC(C)n1cnc2c(NC3CCCC3)nc(NCCCO)nc21,1.0
COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,1.0
CNCCOc1cncc(-c2ccc3[nH]nc(C)c3c2)c1,1.0
O=C(NC(CO)c1ccc(Cl)c(Cl)c1)N1CCc2cnc(NC3CCOCC3)nc2C1,1.0
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C,1.0
O=C1Nc2ccc(C(=O)c3ccco3)cc2C1=Cc1cc(Cl)c(O)c(Cl)c1,0.0
NC1CCN(c2ncnc3[nH]ccc23)CC1,0.0
O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccc(Cl)cc1,1.0
CN1CCC(c2c(O)cc(O)c3c(=O)cc(SC(C)(C)C)oc23)C(O)C1,0.0
Cc1cccc(Oc2ccnc(N3CCCC3C(=O)NCc3cccnc3)n2)c1,0.0
CCC(N)(C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12)CC,1.0
NC(CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1Cl,1.0
COc1cc(C=NNc2ncnc3c2cnn3Cc2ccccc2)ccc1O,0.0
CN1CC2CC1CN2c1ccc(-c2ccnc3c(-c4cccc(O)c4)c(-c4ccncc4)nn23)cc1,0.0
OCCn1cnc2c(NCc3ccccc3)nc(NCc3ccc(Br)cc3)nc21,0.0
Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,1.0
CN1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,1.0
c1ccc2c(c1)CCN2CCCCCCN1CCc2ccccc21,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1cc(-c2c[nH]c3cnccc23)ncn1,0.0
CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(NC(C)C(C)O)n2)cc1,1.0
O=C(NC(=S)Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,1.0
CC(C)(C)c1cccc(NC(=O)c2nscc2NCc2ccncc2)c1,0.0
COc1cc(O)cc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,0.0
COc1ccc(-c2ocnc2C(=O)NCc2ccnc(C(F)(F)F)c2)cc1Cl,0.0
CC(=O)Nc1c[nH]nc1-c1nc2ccccc2[nH]1,1.0
Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,0.0
O=C(NC1CC1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,0.0
N#CCNc1nc(Nc2ccccc2)ncc1Br,1.0
O=C1C(c2c(O)[nH]c3ccc(S(=O)(=O)O)cc23)=Nc2ccccc21,1.0
Cc1cnc(Nc2cccc3c2OCCO3)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,1.0
O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,0.0
Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,0.0
CNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,1.0
Nc1nc2ccc(C(=Cc3nn[nH]n3)c3c(F)cccc3F)cn2c1C(=O)c1c(F)cccc1F,0.0
Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)C(C)N)CC1,1.0
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,0.0
CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,1.0
CCSc1nn2c(C)nnc2s1,0.0
Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(Cl)cc2)cc1,1.0
O=C1NC(=O)c2ccccc2C1=CNCc1ccc(O)c(O)c1,0.0
CCC(Nc1nc(NCc2ccc(C(F)(F)F)nc2)c2ncn(C(C)C)c2n1)C(C)O,1.0
Cc1n[nH]c2ccc(-c3nnc(NCC(N)Cc4ccc(C(F)(F)F)cc4)s3)cc12,1.0
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc(F)c2C(=O)O)c2cc[nH]c2n1,0.0
COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CS(C)(=O)=NC#N)c2)ncc1F,1.0
Nc1nonc1-c1nc2cnccc2n1C1CC1,0.0
NC(=O)c1ccc(CC(=O)Nc2cc(C3CC3)[nH]n2)cc1,1.0
CC(O)C(C)Oc1nc(Nc2ccc(S(=O)(=O)C(F)F)cc2)ncc1C(F)(F)F,1.0
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C#N)c(-c2cnc3ccccn23)n1,0.0
O=C(NCCc1ccc(O)cc1)c1cccc(Nc2nccc(Nc3ccc4ncsc4c3)n2)c1,0.0
Cc1cc(-c2ccccn2)cc(C)c1C=Cc1cncc(-c2nn[nH]n2)c1,0.0
Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(O)cc32)cc1,1.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl,1.0
CC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,0.0
Cc1cnc(Nc2cccc3c2OCO3)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,1.0
CCN(CC)C1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C1,1.0
COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3ccc(Cl)cc3)ccc2n1,1.0
NS(=O)(=O)c1cccc(-c2cc3ccncc3cc2OCc2ccccc2)c1,0.0
CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,1.0
CC1(C)CC2=Nc3cc(Cl)ccc3SC2=C(O)C1,0.0
CCNC(=O)NCc1ccccc1-c1cc(-c2cnc(NC(C)C)s2)nc(NCCN(C)C)n1,0.0
CC(C)(C)c1cnc(CSc2cnc(N)s2)o1,1.0
c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCO5)n3)c2c1,1.0
COC(=O)C(Cc1cccc(O)c1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,0.0
O=[N+]([O-])c1ccc(-c2[nH]ccc3c4ccccc4nc2-3)cc1Cl,0.0
Cc1n[nH]c2ncc(C#N)c(-c3ccccc3)c12,0.0
NS(=O)(=O)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,0.0
CNC(=O)c1cc2c(-c3ccccc3F)n[nH]c2s1,0.0
COc1cccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)c1,0.0
CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1,0.0
CN(C)C1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,0.0
NS(=O)(=O)c1cccc2c(O)cccc12,0.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN)cnc(N)c34)cc2)c1,0.0
N=c1[nH]c(=O)[nH]c2c1cnn2-c1ccc(S(N)(=O)=O)cc1,1.0
N#CCCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,1.0
COc1cccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)c1,1.0
CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,1.0
NC(C(=O)Nc1cc(C2CC2)[nH]n1)c1ccccc1,1.0
Cc1cc(N2C(=O)CN(C)C2=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,1.0
Clc1cc(Cl)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1,1.0
CN(C)CC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,1.0
NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,1.0
Cn1cc(C2=C(c3cn(CC(O)CO)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.0
Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,1.0
Cc1nc(-c2ccccc2)n2nc(NCCCN3CCOCC3)ncc12,0.0
Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F)n1C(C)C,1.0
NC1CCC(NC(=O)c2n[nH]cc2NC(=O)c2c(F)cccc2F)CC1,1.0
O=C(NC1Cc2ccccc2C1)c1cccc(Nc2ccnc(N3CCN(c4ccccc4)CC3)n2)c1,0.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccccc32)cc1,1.0
CCCCCCCCCCCCOc1ccc(NC(=N)N)cc1NC(=N)N,0.0
O=C1NCc2c1cccc2-c1ccc(Nc2nc3ccccc3o2)cc1,0.0
Cc1cc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)ccc1C(F)(F)F,0.0
COc1ccccc1-c1nc2c(NCC(O)CNC(=O)C3CCC3)c(Br)cnc2[nH]1,0.0
CCCCCCc1ccc2nc(C(=O)NC(Cc3ccc(O)cc3)C(=O)OC)cc(C(=O)O)c2c1,1.0
CN1CCN(c2ccc(NC=C3C(=O)NC(=O)c4cc(Br)ccc43)cc2)CC1,0.0
Cc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1,0.0
O=C(NC(=S)Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3cccc(OCCc4ccncc4)c32)cc1,1.0
Cc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,0.0
c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,0.0
Cc1ccc(NC(=O)C(C#N)=CNc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)cc1,0.0
CCOc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,1.0
CN(C)C(=O)c1ccc2c(c1)C(=CNc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,0.0
NC1CCCCC1Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,1.0
FC(F)(F)c1cccc(CNc2cc(-c3c[nH]c4ncccc34)ncn2)c1,1.0
Nc1n[nH]c2ccc(-c3cc(Cc4ccccc4)no3)cc12,1.0
COc1ccc(C2=NNC(=O)C2=NNc2cccc(OC)c2)cc1,1.0
CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,0.0
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1,0.0
Fc1ccccc1-c1cc(NCc2ccncc2)n2ncc(Br)c2n1,1.0
CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.0
CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,0.0
c1ccc2[nH]c(-c3cc[nH]n3)nc2c1,0.0
COc1cccc(-n2ncc3c(NN=Cc4ccc(F)cc4)ncnc32)c1,0.0
N#Cc1ccccc1-c1[nH]ccc2c3ccccc3nc1-2,0.0
Cc1nccc2c1[nH]c1cc(Oc3ncc(C(F)(F)F)cc3Cl)ccc12,0.0
Cc1[nH]c(C#N)c(C)c1-c1ccnc(Nc2ccc(O)cc2)n1,1.0
O=C(Nc1cc(C2CC2)[nH]n1)c1cccc(Br)c1,1.0
CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(C)=O)c3c2)cc1,1.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCNCC3)c21,0.0
NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,0.0
CNC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,1.0
COc1cc(O)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc([N+](=O)[O-])cc32)cc1,1.0
Nc1nccc(-c2cc(N3CC(O)C(O)C3)ccc2O)n1,1.0
COc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3n2)cc1,0.0
O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1,1.0
CCC(O)C(CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,1.0
O=C1Nc2ccccc2C1=C1CCc2cc(O)ccc21,0.0
O=C1Nc2cccc(CCO)c2C1=Cc1[nH]cc2c1CCNC2=O,1.0
CCc1cccc(CC)c1C=Cc1cncc(C(=O)NC)c1,0.0
O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)Nc1c(F)cccc1F,1.0
NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1,1.0
CSc1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,1.0
Cc1c(NC2CCC(N)CC2)nc2ccnn2c1Nc1ccc(F)c(Cl)c1,0.0
CCCCOc1cc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1C(=O)c1c(F)cccc1F,1.0
Cc1cnc(Nc2ccccc2Cl)nc1-c1c[nH]c(C(=O)NC(CO)c2ccccc2)c1,1.0
O=C(Cc1ccc(-c2ccccc2)c(F)c1)Nc1cc(C2CC2)[nH]n1,1.0
CN(C)CCNS(=O)(=O)c1ccc(-c2ccc(C=C3SC(=N)NC3=O)o2)cc1,1.0
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,0.0
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(C)cc2)cc1,1.0
NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4CCCCC4)c3)n2)c1,1.0
O=C(NC1CCC(O)CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,1.0
O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1,1.0
O=C(O)c1cc(O)c(O)c2c1c([N+](=O)[O-])cc1c(O)cccc12,0.0
CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6ccc(CO)cc6)ccc45)nc23)CC1,0.0
COCc1ccccc1-c1c[nH]c(=O)c2cc(-c3ccncc3)sc12,0.0
Nc1ncnc2c1sc1ncnc(N)c12,0.0
COc1cccc(-n2ncc3c(NN=Cc4ccc(S(C)(=O)=O)cc4)ncnc32)c1,0.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3cccc(CCc4ccc(O)cc4)c32)cc1,1.0
O=C(Cc1ccc(Cl)cc1)Nc1[nH]nc2c1CCC2,1.0
O=C(OC1CNC(C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,0.0
O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(C5CCC5)CC4)cn3)nc12,1.0
CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,1.0
Cc1n[nH]c2ccc(-c3nnc(NCC(N)Cc4ccccc4)s3)cc12,1.0
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(C=CC(=O)Nc5ccccc5N)c4)cc23)c1,0.0
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,0.0
CN(c1ccccn1)S(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,1.0
CC(Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,0.0
COc1cc(CNC=C2C(=O)NC(=O)c3ccc(Br)cc32)cc(O)c1OC,0.0
O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1cc(Br)c(O)c(Br)c1,0.0
COc1c(O)ccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,0.0
CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,0.0
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc12,1.0
Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CC4CCCO4)cc3)n2)n1C(C)C,1.0
Cc1cc2cc(-c3nnc(NCC(N)Cc4ccc(C(F)(F)F)cc4)s3)ccc2cn1,1.0
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,0.0
COc1ccc(-c2nc(Nc3cccc(NC(=O)N4CCCCC4)c3)nc3[nH]cnc23)cc1,0.0
Cc1cc(Nc2ncc(Br)c(NC(C)C(C)O)n2)ccc1S(C)(=N)=O,1.0
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N(C)C)c3)nc1-2,1.0
Cc1nc(C)c(-c2ccnc(Nc3ccc(N)cc3)n2)s1,1.0
Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1C,0.0
CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,1.0
FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,0.0
Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1,0.0
CCN1CCC(CC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,0.0
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1S(=O)(=O)O,0.0
Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1,0.0
Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,1.0
COc1c(O)cc2c3c(cc4ccc(O)cc4c13)NC2=O,1.0
Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(C(=O)O)cc1F,1.0
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1nscc1NCc1ccncc1,0.0
O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(O)cccc13)OCO2,0.0
CC(O)C(C)Oc1nc(Nc2ccc(S(=O)(=O)C(C)C)cc2)ncc1C(F)(F)F,1.0
NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,0.0
Cc1nnc2sc(SCc3ccccc3)nn12,0.0
NCC1CCN(c2ncnc3[nH]ccc23)CC1,0.0
O=C(C=Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1)NO,1.0
N#Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,1.0
CC(C)c1cc(-c2cc(N3CC(O)C(O)C3)ccc2O)nc(N)n1,1.0
CC(C)C(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,1.0
NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncccc4c32)cc1,1.0
O=C(Nc1cc(C2CCC2)[nH]n1)c1ccc(Br)cc1,1.0
CCCC(=O)Nc1cc(C2CC2)[nH]n1,1.0
O=C1Nc2ccccc2C1=C1C(=O)N(CCCc2ccccc2)c2ccccc21,0.0
COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,1.0
COc1ccc(-c2ocnc2C(=O)NCc2ccnc(C)n2)cc1Cl,0.0
Nc1nonc1-n1nnc(C(=O)NN=Cc2cccs2)c1-c1cccs1,0.0
COc1cc(F)c(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,1.0
NCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,1.0
CC1CCN(C2CCN(c3ccc(Nc4ncc5cc6n(c5n4)C4(CCCCC4)CNC6=O)nc3)CC2)C1,1.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2[nH]ncc2c1,0.0
COc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)c(OC)c1OC,0.0
COc1cccc(-n2ncc3c(NN=Cc4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1,0.0
COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1,1.0
Fc1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccncc2)cc1,0.0
O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1.0
Cc1cnc2nc1-c1ccc3ccn(c3c1)CC=CCOCc1cc(ccc1OCCN1CCCC1)N2,0.0
c1ccc(-c2[nH]ccc3c4ccccc4nc2-3)cc1,0.0
CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc3ccccc3c2)CC(=O)N1,0.0
COCCOCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,1.0
COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,0.0
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3C)cc2)c1,0.0
Nc1ncnc2c1ncn2CC(=O)c1ccccc1,0.0
CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(C)n2)CC1,1.0
Cc1cc(O)ccc1-n1c2cc(Cl)ccc2c(=O)c2c(N)nc(N)nc21,1.0
Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21,1.0
O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1,1.0
COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3CC(C)C)n2)cc1,1.0
NC(=O)c1cccc2c1Nc1nnc(Cl)cc1C(=O)N2,1.0
O=c1[nH]c2cc(Cl)cc(Cl)c2c(-c2cc(Cl)ccc2O)c1O,0.0
Nc1ncnc2c1c(I)nn2C1CCC(O)CC1,1.0
COC(=O)c1cnc(Nc2cnc(C#N)cn2)cc1NCC1CCNCC1,0.0
Cc1nccc(-c2ccc(C(=O)N(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,0.0
COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3c(C)nc(C)n3C)n2)cc1,1.0
Cc1n[nH]c2ccc(-c3nnc(NCC(N)Cc4cccc(Cl)c4)s3)cc12,1.0
CC(C)(C)c1ccc2c(c1)C(=CNCc1cc(O)c(-c3ccoc3)cn1)C(=O)NC2=O,0.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(F)cc32)cc1,1.0
O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,1.0
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,0.0
NC(=O)c1sc(-n2cnc3ccc(C(F)(F)F)cc32)cc1OCc1ccccc1Br,0.0
CN(C)S(=O)(=O)c1ccc(Nc2cc(NC3CCC(N)CC3)nc3c(Br)cnn23)cc1,1.0
Cc1nnc2sc(SSc3nn4c(C)nnc4s3)nn12,0.0
CC1=C(C(=O)Nc2cc(Cl)c3[nH]ncc3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,0.0
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(O)cc4)cccc2-3)cc1,1.0
Cc1cccc(Oc2ccnc(N3CCN(C(=O)c4c(C)noc4C)CC3)n2)c1,0.0
N#Cc1ncc2nc1OCCCCCOc1cc(OCCO)c(Cl)cc1NC(=O)N2,0.0
COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=O)=NC#N)cc(C(F)(F)C(F)(F)F)c2)ncc1F,1.0
Cc1ccc2[nH]c3c(C)nccc3c2c1,0.0
CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CCNCC3)c21,0.0
Cc1nc(C)c(-c2ccnc(Nc3cccc(Cl)c3)n2)s1,1.0
CN(C)CCCOc1cc(-c2ccncc2)cc2[nH]nc(N)c12,0.0
OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,1.0
C=CCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,1.0
Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12,1.0
O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,0.0
CN1CCN(c2ccc(NC=C3C(=O)NC(=O)c4ccc(C(=O)N(C)C)cc43)cc2)CC1,0.0
Nc1ncc(-c2ccccc2)cc1-c1nc2ccccc2[nH]1,0.0
CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,1.0
CCC(Nc1nc(NCc2ccc(C)nc2)c2ncn(C(C)C)c2n1)C(C)O,1.0
NC(=O)Cn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,1.0
NC(=O)c1cc2c(-c3ccccc3)cncc2s1,1.0
NC(=O)Cc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)cc1,0.0
Cc1cncc2cccc(S(=O)(=O)N3CCCNCC3C)c12,0.0
CCNC(=O)N1CCC(Nc2ncc(C#N)c(-c3c[nH]c4cc(F)ccc34)n2)CC1,1.0
COc1ccc2c(c1)C(=Cc1[nH]cc3c1CCOC3=O)C(=O)N2,1.0
Cc1ccc(-c2[nH]ccc3c4ccccc4nc2-3)c(C)c1,0.0
CCCCCCc1cc(-c2cc(N3CC(O)C(O)C3)ccc2O)nc(N)n1,1.0
COc1cc(F)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1,0.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3cccc(-c4cc[nH]n4)c32)cc1,1.0
O=c1[nH]cc(-c2cccc3cccnc23)c2sc(-c3ccncc3)cc12,0.0
